Now the first column is url which is missing 404, second column is Anchor text and third column is Linked From
keep in mind that https://alpine-academy-frontend.vercel.app/ is baseUrl of project, you need to fix each 404 link on these page , only need to fix these links please

URL	Anchor Text	Linked From
https://alpine-academy-frontend.vercel.app/fr/aulas-particulares-adultos-baqueira.html	Português	https://alpine-academy-frontend.vercel.app/fr/cours-particuliers-adultes-baqueira.html
https://alpine-academy-frontend.vercel.app/pt/private-ski-lessons-adults-baqueira.html	English	https://alpine-academy-frontend.vercel.app/pt/aulas-particulares-adultos-baqueira.html
https://alpine-academy-frontend.vercel.app/pt/classes-esqui-particulars-adults-baqueira.html	Català	https://alpine-academy-frontend.vercel.app/pt/aulas-particulares-adultos-baqueira.html
https://alpine-academy-frontend.vercel.app/pt/cours-particuliers-adultes-baqueira.html	Français	https://alpine-academy-frontend.vercel.app/pt/aulas-particulares-adultos-baqueira.html
https://alpine-academy-frontend.vercel.app/en/adult-group-ski-lessons-baqueira.html	English	https://alpine-academy-frontend.vercel.app/en/group-ski-lessons-adults-baqueira.html
https://alpine-academy-frontend.vercel.app/en/classes-esqui-grup-adults-baqueira.html	Català	https://alpine-academy-frontend.vercel.app/en/group-ski-lessons-adults-baqueira.html
https://alpine-academy-frontend.vercel.app/en/cours-ski-groupe-adultes-baqueira.html	Français	https://alpine-academy-frontend.vercel.app/en/group-ski-lessons-adults-baqueira.html
https://alpine-academy-frontend.vercel.app/en/aulas-esqui-grupo-adultos-baqueira.html	Português	https://alpine-academy-frontend.vercel.app/en/group-ski-lessons-adults-baqueira.html
https://alpine-academy-frontend.vercel.app/fr/adult-group-ski-lessons-baqueira.html	English	https://alpine-academy-frontend.vercel.app/fr/cours-groupe-adultes-baqueira.html
https://alpine-academy-frontend.vercel.app/fr/classes-esqui-grup-adults-baqueira.html	Català	https://alpine-academy-frontend.vercel.app/fr/cours-groupe-adultes-baqueira.html
https://alpine-academy-frontend.vercel.app/fr/cours-ski-groupe-adultes-baqueira.html	Français	https://alpine-academy-frontend.vercel.app/fr/cours-groupe-adultes-baqueira.html
https://alpine-academy-frontend.vercel.app/fr/aulas-esqui-grupo-adultos-baqueira.html	Português	https://alpine-academy-frontend.vercel.app/fr/cours-groupe-adultes-baqueira.html
https://alpine-academy-frontend.vercel.app/pt/adult-group-ski-lessons-baqueira.html	English	https://alpine-academy-frontend.vercel.app/pt/aulas-grupo-adultos-baqueira.html
https://alpine-academy-frontend.vercel.app/pt/classes-esqui-grup-adults-baqueira.html	Català	https://alpine-academy-frontend.vercel.app/pt/aulas-grupo-adultos-baqueira.html
https://alpine-academy-frontend.vercel.app/pt/cours-ski-groupe-adultes-baqueira.html	Français	https://alpine-academy-frontend.vercel.app/pt/aulas-grupo-adultos-baqueira.html
https://alpine-academy-frontend.vercel.app/pt/aulas-esqui-grupo-adultos-baqueira.html	Português	https://alpine-academy-frontend.vercel.app/pt/aulas-grupo-adultos-baqueira.html
https://alpine-academy-frontend.vercel.app/en/group-ski-lessons-businesses-schools-baqueira.html	English	https://alpine-academy-frontend.vercel.app/en/ski-lessons-companies-schools-baqueira.html
